Pool Price

""

Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
"12/01/2025 18","26.52","58.21","11962.0"
"12/01/2025 19","18.04","58.22","11810.0"
"12/01/2025 20","0.00","58.21","11631.0"
"12/01/2025 21","0.00","58.21","11477.0"
"12/01/2025 22","0.00","58.21","11280.0"
"12/01/2025 23","0.00","58.21","10969.0"
"12/01/2025 24","0.00","58.21","10688.0"
"12/02/2025 01","0.00","58.21","10447.0"
"12/02/2025 02","0.00","58.21","10325.0"
"12/02/2025 03","0.00","58.21","10230.0"
"12/02/2025 04","0.00","58.21","10177.0"
"12/02/2025 05","0.00","58.18","10231.0"
"12/02/2025 06","0.00","57.97","10473.0"
"12/02/2025 07","0.00","57.93","10944.0"
"12/02/2025 08","19.15","57.96","11414.0"
"12/02/2025 09","13.94","57.98","11537.0"
"12/02/2025 10","10.62","57.99","11591.0"
"12/02/2025 11","0.00","57.99","11655.0"
"12/02/2025 12","0.00","57.99","11673.0"
"12/02/2025 13","0.00","57.99","11701.0"
"12/02/2025 14","22.50","58.02","11704.0"
"12/02/2025 15","25.79","58.06","11714.0"
"12/02/2025 16","21.84","58.09","11805.0"
"12/02/2025 17","16.21","58.11","12042.0"
"12/02/2025 18","34.40","58.15","12111.0"
"12/02/2025 19","37.39","58.21","11941.0"
"12/02/2025 20","42.52","58.26","11822.0"
"12/02/2025 21","74.24","58.37","11658.0"
"12/02/2025 22","105.94","58.51","11426.0"
"12/02/2025 23","152.98","58.73","11072.0"
"12/02/2025 24","63.87","58.82","10799.0"
"12/03/2025 01","49.56","58.88","10678.0"
"12/03/2025 02","54.13","58.96","10592.0"
"12/03/2025 03","57.61","59.04","10535.0"
"12/03/2025 04","56.69","59.12","10438.0"
"12/03/2025 05","56.89","59.20","10466.0"
"12/03/2025 06","48.15","59.26","10641.0"
"12/03/2025 07","38.99","59.19","10961.0"
"12/03/2025 08","35.27","59.08","11382.0"
"12/03/2025 09","31.96","59.03","11455.0"
"12/03/2025 10","32.50","58.94","11406.0"
"12/03/2025 11","42.36","58.29","11253.0"
"12/03/2025 12","38.07","57.66","11399.0"
"12/03/2025 13","36.22","57.61","11419.0"
"12/03/2025 14","31.09","57.62","11401.0"
"12/03/2025 15","31.84","57.63","11425.0"
"12/03/2025 16","34.22","57.52","11484.0"
"12/03/2025 17","35.52","56.89","11761.0"
"12/03/2025 18","35.99","55.60","11952.0"
"12/03/2025 19","36.21","55.21","11767.0"
"12/03/2025 20","35.27","55.19","11662.0"
"12/03/2025 21","34.62","55.16","11480.0"
"12/03/2025 22","32.64","55.02","11219.0"
"12/03/2025 23","26.60","54.97","10892.0"
"12/03/2025 24","20.54","54.62","10614.0"
"12/04/2025 01","17.62","53.76","10375.0"
"12/04/2025 02","4.64","53.57","10229.0"
"12/04/2025 03","0.00","53.32","10154.0"
"12/04/2025 04","0.00","53.23","10213.0"
"12/04/2025 05","0.00","53.18","10333.0"
"12/04/2025 06","5.76","53.14","10500.0"
"12/04/2025 07","21.92","53.10","10886.0"
"12/04/2025 08","26.47","53.05","11371.0"
"12/04/2025 09","35.84","53.05","11498.0"
"12/04/2025 10","36.63","53.09","11483.0"
"12/04/2025 11","27.57","53.10","11525.0"
"12/04/2025 12","22.79","53.11","11549.0"
"12/04/2025 13","22.46","53.12","11536.0"
"12/04/2025 14","20.11","53.12","11501.0"
"12/04/2025 15","20.42","53.11","11484.0"
"12/04/2025 16","32.60","52.22","11499.0"
"12/04/2025 17","37.24","50.91","11729.0"
"12/04/2025 18","38.23","49.59","11878.0"
"12/04/2025 19","35.50","48.26","11703.0"
"12/04/2025 20","35.92","46.94","11622.0"
"12/04/2025 21","35.27","46.09","11489.0"
"12/04/2025 22","23.68","46.03","11293.0"
"12/04/2025 23","23.76","45.99","11063.0"
"12/04/2025 24","21.73","45.76","10766.0"
"12/05/2025 01","19.33","45.69","10556.0"
"12/05/2025 02","22.88","45.48","10429.0"
"12/05/2025 03","34.07","45.46","10348.0"
"12/05/2025 04","36.78","45.47","10375.0"
"12/05/2025 05","31.23","45.49","10392.0"
"12/05/2025 06","22.39","45.50","10530.0"
"12/05/2025 07","40.28","45.53","10926.0"
"12/05/2025 08","89.40","45.62","11386.0"
"12/05/2025 09","58.60","45.64","11536.0"
"12/05/2025 10","48.13","45.65","11529.0"
"12/05/2025 11","29.35","45.66","11639.0"
"12/05/2025 12","34.51","45.68","11715.0"
"12/05/2025 13","36.94","45.69","11748.0"
"12/05/2025 14","37.97","45.71","11804.0"
"12/05/2025 15","37.94","45.73","11890.0"
"12/05/2025 16","37.87","45.75","11918.0"
"12/05/2025 17","50.19","45.78","12159.0"
"12/05/2025 18","41.80","45.79","12221.0"
"12/05/2025 19","34.13","45.82","12065.0"
"12/05/2025 20","37.04","45.86","11941.0"
"12/05/2025 21","41.80","45.91","11834.0"
"12/05/2025 22","52.25","45.97","11682.0"
"12/05/2025 23","39.08","46.02","11421.0"
"12/05/2025 24","37.13","46.08","11157.0"
"12/06/2025 01","37.84","46.13","10962.0"
"12/06/2025 02","37.12","46.18","10813.0"
"12/06/2025 03","42.59","46.24","10724.0"
"12/06/2025 04","43.73","46.30","10653.0"
"12/06/2025 05","43.18","46.36","10688.0"
"12/06/2025 06","41.04","46.41","10741.0"
"12/06/2025 07","55.76","46.47","10937.0"
"12/06/2025 08","69.65","46.55","11171.0"
"12/06/2025 09","113.05","46.68","11235.0"
"12/06/2025 10","62.71","46.75","11464.0"
"12/06/2025 11","66.94","46.84","11600.0"
"12/06/2025 12","59.00","46.91","11656.0"
"12/06/2025 13","54.70","46.99","11671.0"
"12/06/2025 14","54.03","47.06","11705.0"
"12/06/2025 15","50.54","47.13","11701.0"
"12/06/2025 16","38.96","47.18","11733.0"
"12/06/2025 17","33.44","47.21","11954.0"
"12/06/2025 18","33.58","47.14","12075.0"
"12/06/2025 19","36.67","47.16","11904.0"
"12/06/2025 20","40.60","46.69","11795.0"
"12/06/2025 21","43.12","46.13","11654.0"
"12/06/2025 22","39.45","45.02","11482.0"
"12/06/2025 23","33.37","44.86","11291.0"
"12/06/2025 24","29.34","44.83","11105.0"
"12/07/2025 01","36.51","44.54","10924.0"
"12/07/2025 02","36.09","44.48","10781.0"
"12/07/2025 03","39.36","44.46","10703.0"
"12/07/2025 04","42.98","44.45","10679.0"
"12/07/2025 05","43.53","44.48","10679.0"
"12/07/2025 06","43.68","44.53","10733.0"
"12/07/2025 07","37.52","44.56","10826.0"
"12/07/2025 08","35.48","44.60","10987.0"
"12/07/2025 09","43.72","44.63","11173.0"
"12/07/2025 10","58.03","44.68","11298.0"
"12/07/2025 11","57.47","44.73","11388.0"
"12/07/2025 12","94.25","44.84","11443.0"
"12/07/2025 13","108.57","44.97","11419.0"
"12/07/2025 14","50.12","45.03","11408.0"
"12/07/2025 15","40.26","45.06","11438.0"
"12/07/2025 16","35.19","45.07","11563.0"
"12/07/2025 17","29.48","45.08","11924.0"
"12/07/2025 18","11.60","45.06","12149.0"
"12/07/2025 19","0.00","45.05","12039.0"
"12/07/2025 20","0.00","45.03","11942.0"
"12/07/2025 21","12.20","45.01","11803.0"
"12/07/2025 22","0.00","44.96","11581.0"
"12/07/2025 23","0.00","44.87","11245.0"
"12/07/2025 24","0.00","44.77","10969.0"
"12/08/2025 01","0.00","44.70","10751.0"
"12/08/2025 02","0.00","44.63","10635.0"
"12/08/2025 03","0.00","44.56","10542.0"
"12/08/2025 04","0.00","44.49","10514.0"
"12/08/2025 05","12.48","44.43","10568.0"
"12/08/2025 06","21.20","44.39","10703.0"
"12/08/2025 07","30.91","44.37","11103.0"
"12/08/2025 08","27.85","44.34","11519.0"
"12/08/2025 09","23.25","44.31","11643.0"
"12/08/2025 10","0.00","44.27","11680.0"
"12/08/2025 11","0.00","44.22","11841.0"
"12/08/2025 12","0.00","44.17","11873.0"
"12/08/2025 13","0.00","44.11","11836.0"
"12/08/2025 14","12.64","44.03","11818.0"
"12/08/2025 15","21.86","43.96","11823.0"
"12/08/2025 16","24.10","43.87","11932.0"
"12/08/2025 17","29.29","43.31","12174.0"
"12/08/2025 18","33.17","42.93","12325.0"
"12/08/2025 19","29.50","42.72","12173.0"
"12/08/2025 20","24.40","42.06","12041.0"
"12/08/2025 21","25.07","41.94","11835.0"
"12/08/2025 22","26.09","41.84","11571.0"
"12/08/2025 23","23.36","41.79","11219.0"
"12/08/2025 24","21.94","41.75","10915.0"
"12/09/2025 01","19.40","41.64","10730.0"
"12/09/2025 02","16.54","41.59","10567.0"
"12/09/2025 03","1.72","41.54","10512.0"
"12/09/2025 04","0.00","41.52","10569.0"
"12/09/2025 05","0.00","41.52","10671.0"
"12/09/2025 06","3.17","41.50","10836.0"
"12/09/2025 07","33.66","41.52","11254.0"
"12/09/2025 08","79.19","41.60","11737.0"
"12/09/2025 09","48.36","41.64","11826.0"
"12/09/2025 10","37.65","41.67","11874.0"
"12/09/2025 11","23.76","41.67","11859.0"
"12/09/2025 12","22.35","41.67","11862.0"
"12/09/2025 13","31.09","41.70","11863.0"
"12/09/2025 14","24.12","41.72","11854.0"
"12/09/2025 15","19.93","41.73","11921.0"
"12/09/2025 16","33.51","41.76","11954.0"
"12/09/2025 17","59.86","41.82","12230.0"
"12/09/2025 18","59.64","41.87","12424.0"
"12/09/2025 19","60.20","41.93","12242.0"
"12/09/2025 20","160.87","42.16","12052.0"
"12/09/2025 21","275.05","42.54","11860.0"
"12/09/2025 22","298.96","42.95","11585.0"
"12/09/2025 23","48.26","43.02","11370.0"
"12/09/2025 24","56.35","43.10","11109.0"
"12/10/2025 01","48.81","43.17","10871.0"
"12/10/2025 02","40.51","43.22","10785.0"
"12/10/2025 03","29.39","43.26","10767.0"
"12/10/2025 04","22.50","43.29","10756.0"
"12/10/2025 05","19.42","43.32","10811.0"
"12/10/2025 06","18.81","43.35","10983.0"
"12/10/2025 07","17.12","43.37","11389.0"
"12/10/2025 08","16.95","43.38","11832.0"
"12/10/2025 09","23.70","43.40","11950.0"
"12/10/2025 10","25.42","43.43","11880.0"
"12/10/2025 11","24.27","43.46","11878.0"
"12/10/2025 12","32.47","43.48","11924.0"
"12/10/2025 13","33.95","43.51","11859.0"
"12/10/2025 14","27.10","43.52","11770.0"
"12/10/2025 15","33.84","43.54","11731.0"
"12/10/2025 16","51.63","43.59","11803.0"
"12/10/2025 17","64.46","43.66","12139.0"
"12/10/2025 18","58.54","43.72","12249.0"
"12/10/2025 19","52.56","43.77","12101.0"
"12/10/2025 20","43.82","43.81","11993.0"
"12/10/2025 21","53.10","43.86","11916.0"
"12/10/2025 22","43.67","43.90","11732.0"
"12/10/2025 23","44.68","43.94","11446.0"
"12/10/2025 24","43.63","43.99","11207.0"
"12/11/2025 01","48.25","44.04","11091.0"
"12/11/2025 02","48.25","44.08","10997.0"
"12/11/2025 03","46.70","44.13","10974.0"
"12/11/2025 04","40.44","44.16","10987.0"
"12/11/2025 05","34.74","44.17","11031.0"
"12/11/2025 06","37.38","44.18","11177.0"
"12/11/2025 07","36.77","44.19","11644.0"
"12/11/2025 08","25.67","44.21","12092.0"
"12/11/2025 09","26.94","44.23","12233.0"
"12/11/2025 10","39.31","44.26","12360.0"
"12/11/2025 11","44.75","44.30","12435.0"
"12/11/2025 12","45.56","44.33","12464.0"
"12/11/2025 13","40.43","44.36","12485.0"
"12/11/2025 14","37.80","44.36","12452.0"
"12/11/2025 15","36.24","44.20","12460.0"
"12/11/2025 16","37.21","43.97","12493.0"
"12/11/2025 17","43.65","43.89","12741.0"
"12/11/2025 18","44.20","43.89","12785.0"
"12/11/2025 19","42.95","43.89","12615.0"
"12/11/2025 20","45.07","43.91","12520.0"
"12/11/2025 21","47.06","43.94","12405.0"
"12/11/2025 22","52.40","43.98","12184.0"
"12/11/2025 23","56.40","44.04","11788.0"
"12/11/2025 24","56.51","44.10","11539.0"
"12/12/2025 01","54.87","44.15","11347.0"
"12/12/2025 02","52.78","44.18","11256.0"
"12/12/2025 03","56.53","44.20","11183.0"
"12/12/2025 04","57.51","44.19","11115.0"
"12/12/2025 05","55.91","44.14","11178.0"
"12/12/2025 06","57.23","44.13","11308.0"
"12/12/2025 07","54.64","44.03","11617.0"
"12/12/2025 08","69.64","43.92","12014.0"
"12/12/2025 09","86.31","43.96","12202.0"
"12/12/2025 10","82.39","44.01","12278.0"
"12/12/2025 11","59.37","44.04","12350.0"
"12/12/2025 12","55.32","44.07","12411.0"
"12/12/2025 13","55.24","44.12","12386.0"
"12/12/2025 14","55.03","44.16","12369.0"
"12/12/2025 15","48.95","44.19","12342.0"
"12/12/2025 16","46.85","44.20","12355.0"
"12/12/2025 17","49.44","44.21","12534.0"
"12/12/2025 18","54.00","44.22","12613.0"
"12/12/2025 19","48.46","44.24","12423.0"
"12/12/2025 20","47.15","44.25","12293.0"
"12/12/2025 21","55.15","44.30","12105.0"
"12/12/2025 22","56.81","44.36","11984.0"
"12/12/2025 23","56.71","44.42","11749.0"
"12/12/2025 24","85.26","44.53","11442.0"
"12/13/2025 01","63.43","44.60","11244.0"
"12/13/2025 02","62.99","44.68","11111.0"
"12/13/2025 03","53.08","44.76","11012.0"
"12/13/2025 04","52.43","44.83","10979.0"
"12/13/2025 05","69.04","44.93","10988.0"
"12/13/2025 06","76.10","45.03","11052.0"
"12/13/2025 07","89.67","45.15","11202.0"
"12/13/2025 08","104.49","45.28","11400.0"
"12/13/2025 09","64.68","45.35","11529.0"
"12/13/2025 10","47.27","45.42","11665.0"
"12/13/2025 11","43.60","45.48","11646.0"
"12/13/2025 12","39.89","45.53","11520.0"
"12/13/2025 13","40.99","45.59","11655.0"
"12/13/2025 14","39.29","45.65","11761.0"
"12/13/2025 15","31.64","45.69","11788.0"
"12/13/2025 16","28.67","45.73","11827.0"
"12/13/2025 17","31.39","45.75","12058.0"
"12/13/2025 18","34.24","45.78","12202.0"
"12/13/2025 19","29.87","45.82","12031.0"
"12/13/2025 20","24.71","45.85","11796.0"
"12/13/2025 21","22.39","45.88","11598.0"
"12/13/2025 22","21.85","45.89","11445.0"
"12/13/2025 23","21.45","45.92","11254.0"
"12/13/2025 24","19.35","45.94","10955.0"
"12/14/2025 01","19.68","45.97","10713.0"
"12/14/2025 02","20.16","46.00","10603.0"
"12/14/2025 03","19.46","46.01","10488.0"
"12/14/2025 04","19.27","45.99","10442.0"
"12/14/2025 05","19.53","45.98","10457.0"
"12/14/2025 06","20.46","45.95","10504.0"
"12/14/2025 07","21.47","45.91","10607.0"
"12/14/2025 08","21.42","45.88","10818.0"
"12/14/2025 09","22.19","45.85","11047.0"
"12/14/2025 10","21.72","45.81","11195.0"
"12/14/2025 11","22.12","45.77","11339.0"
"12/14/2025 12","19.50","45.74","11472.0"
"12/14/2025 13","11.68","45.68","11514.0"
"12/14/2025 14","14.52","45.63","11508.0"
"12/14/2025 15","20.07","45.59","11423.0"
"12/14/2025 16","20.90","45.43","11479.0"
"12/14/2025 17","21.76","45.31","11851.0"
"12/14/2025 18","21.48","45.27","12098.0"
"12/14/2025 19","20.92","45.23","11975.0"
"12/14/2025 20","19.81","45.19","11814.0"
"12/14/2025 21","20.18","45.16","11642.0"
"12/14/2025 22","19.88","45.13","11407.0"
"12/14/2025 23","16.90","45.10","11076.0"
"12/14/2025 24","21.70","45.08","10854.0"
"12/15/2025 01","21.52","45.06","10640.0"
"12/15/2025 02","20.99","45.04","10495.0"
"12/15/2025 03","16.54","45.02","10456.0"
"12/15/2025 04","3.50","44.99","10503.0"
"12/15/2025 05","0.00","44.96","10581.0"
"12/15/2025 06","0.00","44.93","10825.0"
"12/15/2025 07","0.00","44.90","11230.0"
"12/15/2025 08","6.72","44.87","11672.0"
"12/15/2025 09","0.00","44.83","11820.0"
"12/15/2025 10","0.00","44.80","11874.0"
"12/15/2025 11","0.00","44.78","11851.0"
"12/15/2025 12","0.00","44.75","11819.0"
"12/15/2025 13","0.00","44.71","11779.0"
"12/15/2025 14","0.00","44.68","11707.0"
"12/15/2025 15","0.00","44.63","11603.0"
"12/15/2025 16","1.93","44.50","11613.0"
"12/15/2025 17","20.37","44.15","11981.0"
"12/15/2025 18","20.14","43.72","12233.0"
"12/15/2025 19","12.02","43.53","12100.0"
"12/15/2025 20","4.41","43.46","11926.0"
"12/15/2025 21","20.01","43.41","11810.0"
"12/15/2025 22","17.75","43.38","11550.0"
"12/15/2025 23","5.47","43.34","11261.0"
"12/15/2025 24","0.00","43.28","11001.0"
"12/16/2025 01","0.00","43.21","10797.0"
"12/16/2025 02","0.00","43.14","10664.0"
"12/16/2025 03","0.00","43.07","10597.0"
"12/16/2025 04","0.00","43.01","10610.0"
"12/16/2025 05","0.00","42.96","10685.0"
"12/16/2025 06","19.20","42.95","10838.0"
"12/16/2025 07","48.79","42.98","11253.0"
"12/16/2025 08","48.55","43.02","11726.0"
"12/16/2025 09","67.13","43.08","11917.0"
"12/16/2025 10","39.69","43.11","11851.0"
"12/16/2025 11","30.17","43.13","11847.0"
"12/16/2025 12","25.61","43.15","11763.0"
"12/16/2025 13","19.06","43.15","11670.0"
"12/16/2025 14","18.58","43.15","11718.0"
"12/16/2025 15","18.12","43.14","11743.0"
"12/16/2025 16","14.87","43.13","11847.0"
"12/16/2025 17","19.39","43.12","12144.0"
"12/16/2025 18","20.85","43.12","12338.0"
"12/16/2025 19","19.52","43.12","12175.0"
"12/16/2025 20","19.26","43.12","12013.0"
"12/16/2025 21","18.52","43.13","11857.0"
"12/16/2025 22","18.49","43.13","11646.0"
"12/16/2025 23","18.80","43.14","11364.0"
"12/16/2025 24","18.28","43.14","11051.0"
"12/17/2025 01","13.17","43.14","10791.0"
"12/17/2025 02","14.92","43.14","10710.0"
"12/17/2025 03","12.60","43.14","10663.0"
"12/17/2025 04","3.29","43.13","10644.0"
"12/17/2025 05","0.77","43.11","10686.0"
"12/17/2025 06","0.00","43.09","10922.0"
"12/17/2025 07","16.50","43.08","11280.0"
"12/17/2025 08","20.60","43.08","11728.0"
"12/17/2025 09","23.21","43.08","12007.0"
"12/17/2025 10","26.28","43.07","12014.0"
"12/17/2025 11","20.08","43.03","12093.0"
"12/17/2025 12","18.38","42.98","12278.0"
"12/17/2025 13","19.46","42.96","12303.0"
"12/17/2025 14","21.95","42.92","12299.0"
"12/17/2025 15","28.54","42.89","12286.0"
"12/17/2025 16","22.49","42.84","12324.0"
"12/17/2025 17","20.17","42.77","12598.0"
"12/17/2025 18","22.08","42.73","12737.0"
"12/17/2025 19","22.09","42.50","12574.0"
"12/17/2025 20","25.89","42.47","12367.0"
"12/17/2025 21","34.45","42.47","12188.0"
"12/17/2025 22","40.30","42.50","11929.0"
"12/17/2025 23","62.00","42.57","11630.0"
"12/17/2025 24","103.52","42.69","11316.0"
"12/18/2025 01","81.22","42.77","11125.0"
"12/18/2025 02","83.45","42.85","11054.0"
"12/18/2025 03","37.37","42.86","11005.0"
"12/18/2025 04","26.39","42.84","10968.0"
"12/18/2025 05","19.84","42.80","11000.0"
"12/18/2025 06","18.39","42.75","11204.0"
"12/18/2025 07","20.20","42.66","11615.0"
"12/18/2025 08","25.25","42.45","12068.0"
"12/18/2025 09","26.30","42.37","12233.0"
"12/18/2025 10","21.66","42.32","12259.0"
"12/18/2025 11","18.15","41.92","12299.0"
"12/18/2025 12","19.11","41.79","12238.0"
"12/18/2025 13","18.99","40.73","12159.0"
"12/18/2025 14","18.99","39.97","12132.0"
"12/18/2025 15","19.21","39.63","12154.0"
"12/18/2025 16","20.11","39.59","12227.0"
"12/18/2025 17","21.34","39.30","12396.0"
"12/18/2025 18","21.54","39.04","12539.0"
"12/18/2025 19","19.32","39.00","12423.0"
"12/18/2025 20","19.96","38.97","12311.0"
"12/18/2025 21","18.41","38.93","12165.0"
"12/18/2025 22","18.25","38.91","11931.0"
"12/18/2025 23","14.96","38.89","11644.0"
"12/18/2025 24","0.00","38.85","11373.0"
"12/19/2025 01","0.00","38.81","11169.0"
"12/19/2025 02","0.00","38.78","11035.0"
"12/19/2025 03","0.00","38.73","10946.0"
"12/19/2025 04","0.00","38.70","10921.0"
"12/19/2025 05","0.00","38.66","11040.0"
"12/19/2025 06","0.00","38.62","11250.0"
"12/19/2025 07","0.00","38.56","11625.0"
"12/19/2025 08","8.74","38.52","12090.0"
"12/19/2025 09","27.33","38.52","12327.0"
"12/19/2025 10","27.46","38.53","12362.0"
"12/19/2025 11","23.42","38.53","12376.0"
"12/19/2025 12","23.84","38.52","12330.0"
"12/19/2025 13","27.79","38.51","12244.0"
"12/19/2025 14","33.83","38.51","12248.0"
"12/19/2025 15","26.89","38.49","12264.0"
"12/19/2025 16","32.21","37.84","12295.0"
"12/19/2025 17","38.62","37.40","12541.0"
"12/19/2025 18","39.83","36.62","12709.0"
"12/19/2025 19","32.29","36.58","12531.0"
"12/19/2025 20","32.80","36.55","12399.0"
"12/19/2025 21","33.12","36.42","12277.0"
"12/19/2025 22","32.85","36.39","12102.0"
"12/19/2025 23","32.00","36.37","11792.0"
"12/19/2025 24","31.93","36.36","11514.0"
"12/20/2025 01","32.00","36.36","11328.0"
"12/20/2025 02","33.22","36.35","11193.0"
"12/20/2025 03","37.47","36.34","11129.0"
"12/20/2025 04","42.33","36.34","11096.0"
"12/20/2025 05","43.92","36.34","11121.0"
"12/20/2025 06","50.64","36.35","11225.0"
"12/20/2025 07","91.87","36.42","11358.0"
"12/20/2025 08","82.19","36.46","11487.0"
"12/20/2025 09","75.00","36.48","11713.0"
"12/20/2025 10","66.91","36.53","11811.0"
"12/20/2025 11","47.38","36.55","11891.0"
"12/20/2025 12","41.01","36.57","11923.0"
"12/20/2025 13","35.31","36.58","11888.0"
"12/20/2025 14","32.72","36.59","11856.0"
"12/20/2025 15","33.19","36.60","11830.0"
"12/20/2025 16","39.14","36.56","11841.0"
"12/20/2025 17","39.93","36.56","12141.0"
"12/20/2025 18","31.15","36.58","12303.0"
"12/20/2025 19","19.92","36.59","12159.0"
"12/20/2025 20","8.19","36.59","12023.0"
"12/20/2025 21","1.21","36.56","11933.0"
"12/20/2025 22","19.46","36.56","11793.0"
"12/20/2025 23","18.87","36.56","11593.0"
"12/20/2025 24","7.36","36.54","11338.0"
"12/21/2025 01","1.67","36.52","11158.0"
"12/21/2025 02","0.00","36.49","11021.0"
"12/21/2025 03","0.00","36.46","10926.0"
"12/21/2025 04","12.95","36.45","10851.0"
"12/21/2025 05","17.81","36.45","10834.0"
"12/21/2025 06","18.22","36.44","10900.0"
"12/21/2025 07","19.37","36.43","11045.0"
"12/21/2025 08","18.60","36.41","11261.0"
"12/21/2025 09","21.71","36.40","11489.0"
"12/21/2025 10","34.51","36.40","11578.0"
"12/21/2025 11","41.00","36.43","11657.0"
"12/21/2025 12","41.09","36.45","11737.0"
"12/21/2025 13","42.05","36.48","11755.0"
"12/21/2025 14","48.43","36.51","11801.0"
"12/21/2025 15","71.65","36.58","11829.0"
"12/21/2025 16","82.88","36.66","11948.0"
"12/21/2025 17","580.41","37.43","12208.0"
"12/21/2025 18","751.20","38.44","12304.0"
"12/21/2025 19","216.18","38.71","12198.0"
"12/21/2025 20","234.44","39.00","12069.0"
"12/21/2025 21","121.67","39.14","11956.0"
"12/21/2025 22","72.99","39.21","11799.0"
"12/21/2025 23","56.96","39.26","11671.0"
"12/21/2025 24","68.98","39.33","11512.0"
"12/22/2025 01","92.68","39.42","11315.0"
"12/22/2025 02","58.46","39.47","11198.0"
"12/22/2025 03","52.82","39.50","11155.0"
"12/22/2025 04","54.81","39.53","11145.0"
"12/22/2025 05","46.16","39.55","11157.0"
"12/22/2025 06","45.98","39.57","11285.0"
"12/22/2025 07","56.69","39.61","11582.0"
"12/22/2025 08","56.09","39.64","11979.0"
"12/22/2025 09","56.50","39.68","12263.0"
"12/22/2025 10","55.20","39.72","12370.0"
"12/22/2025 11","55.20","39.77","12453.0"
"12/22/2025 12","46.39","39.80","12451.0"
"12/22/2025 13","44.32","39.84","12425.0"
"12/22/2025 14","44.31","39.88","12367.0"
"12/22/2025 15","43.91","39.92","12310.0"
"12/22/2025 16","133.54","40.08","12278.0"
"12/22/2025 17","819.54","41.18","12388.0"
"12/22/2025 18","973.67","42.50","12507.0"
"12/22/2025 19","624.17","43.34","12382.0"
"12/22/2025 20","112.72","43.47","12326.0"
"12/22/2025 21","61.49","43.53","12223.0"
"12/22/2025 22","42.20","43.56","12090.0"
"12/22/2025 23","42.86","43.59","11845.0"
"12/22/2025 24","35.58","43.61","11585.0"
"12/23/2025 01","25.53","43.62","11366.0"
"12/23/2025 02","21.01","43.63","11227.0"
"12/23/2025 03","20.91","43.63","11180.0"
"12/23/2025 04","19.27","43.64","11181.0"
"12/23/2025 05","5.07","43.62","11192.0"
"12/23/2025 06","0.00","43.60","11288.0"
"12/23/2025 07","0.00","43.58","11574.0"
"12/23/2025 08","8.50","43.56","11941.0"
"12/23/2025 09","20.77","43.57","12191.0"
"12/23/2025 10","20.54","43.56","12316.0"
"12/23/2025 11","1.78","43.53","12364.0"
"12/23/2025 12","0.00","43.48","12287.0"
"12/23/2025 13","8.15","43.44","12187.0"
"12/23/2025 14","20.47","43.42","12094.0"
"12/23/2025 15","37.11","43.40","12107.0"
"12/23/2025 16","40.54","43.40","12221.0"
"12/23/2025 17","75.24","43.43","12380.0"
"12/23/2025 18","84.99","43.45","12455.0"
"12/23/2025 19","120.44","43.56","12269.0"
"12/23/2025 20","75.00","43.59","12199.0"
"12/23/2025 21","63.41","43.60","12102.0"
"12/23/2025 22","64.17","43.59","12003.0"
"12/23/2025 23","54.77","43.59","11783.0"
"12/23/2025 24","45.43","43.58","11488.0"
"12/24/2025 01","48.27","43.60","11344.0"
"12/24/2025 02","44.77","43.62","11166.0"
"12/24/2025 03","40.96","43.63","11041.0"
"12/24/2025 04","40.06","43.62","10987.0"
"12/24/2025 05","39.19","43.61","11028.0"
"12/24/2025 06","39.85","43.62","11099.0"
"12/24/2025 07","41.27","43.61","11328.0"
"12/24/2025 08","49.95","43.63","11667.0"
"12/24/2025 09","51.40","43.62","11944.0"
"12/24/2025 10","63.55","43.65","12078.0"
"12/24/2025 11","51.41","43.68","12253.0"
"12/24/2025 12","51.76","43.72","12351.0"
"12/24/2025 13","57.55","43.75","12269.0"
"12/24/2025 14","50.41","43.77","12238.0"
"12/24/2025 15","48.93","43.78","12222.0"
"12/24/2025 16","45.16","43.79","12253.0"
"12/24/2025 17","48.44","43.80","12388.0"
"12/24/2025 18","42.71","43.81","12389.0"
"12/24/2025 19","38.19","43.81","12105.0"
"12/24/2025 20","39.23","43.79","11945.0"
"12/24/2025 21","40.27","43.78","11842.0"
"12/24/2025 22","40.76","43.78","11715.0"
"12/24/2025 23","41.69","43.77","11576.0"
"12/24/2025 24","43.38","43.74","11364.0"
"12/25/2025 01","52.52","43.72","11192.0"
"12/25/2025 02","67.10","43.73","11058.0"
"12/25/2025 03","62.59","43.75","10963.0"
"12/25/2025 04","50.94","43.73","10903.0"
"12/25/2025 05","45.11","43.68","10866.0"
"12/25/2025 06","43.08","43.65","10914.0"
"12/25/2025 07","39.06","43.57","11001.0"
"12/25/2025 08","28.22","43.51","11170.0"
"12/25/2025 09","36.21","43.45","11366.0"
"12/25/2025 10","39.51","43.43","11456.0"
"12/25/2025 11","42.47","43.43","11555.0"
"12/25/2025 12","41.74","43.42","11588.0"
"12/25/2025 13","46.63","43.42","11596.0"
"12/25/2025 14","41.11","43.42","11574.0"
"12/25/2025 15","47.78","43.42","11644.0"
"12/25/2025 16","69.78","43.42","11773.0"
"12/25/2025 17","80.32","43.44","12019.0"
"12/25/2025 18","50.54","43.42","12030.0"
"12/25/2025 19","35.72","43.41","11675.0"
"12/25/2025 20","40.10","43.40","11550.0"
"12/25/2025 21","41.67","43.41","11505.0"
"12/25/2025 22","52.99","43.42","11449.0"
